Account_ID,Age,Marital_Status,Dependents,Client_Industry,Residency_Zip,State,Account_Status,Annual_Income,Liquidity_Needs,Investment_Experience,Risk_Tolerance,Investment_Goals,Time_Horizon,Exclusions,SRI_Preferences,Tax_Status
f3c68e78a66a,24,Single,0,Insurance Brokers,38601,MS,True,253590,Immediate (0-3 months),Moderate,Aggressive,Philanthropy,Medium-term,None,Prefer ESG in: Health Care Equipment,Taxable
17165ade4963,50,Married,4,Financial Exchanges & Data,29202,SC,False,485387,Medium-Term (1-5 years),Limited,Conservative,Income,Long-term,Exclude Industry: Human Resource & Employment Services,Prefer ESG: Pinnacle West Capital (PNW),Taxable
cf452a23e61e,55,Single,3,Integrated Telecommunication Services,97301,OR,True,955648,Medium-Term (1-5 years),Moderate,Conservative,Retirement,Long-term,None,Prefer ESG: Ross Stores (ROST),Tax-deferred
8d4ddd97953d,49,Married,2,Semiconductors,21205,MD,True,433879,Immediate (0-3 months),Sophisticated,Moderate,Education,Medium-term,Exclude Company: Occidental Petroleum (OXY) | Duke Energy (DUK) | Agilent Technologies (A),Prefer ESG in: Cargo Ground Transportation,Taxable
2b72615ad94b,41,Married,2,Systems Software,80202,CO,True,771663,Medium-Term (1-5 years),Sophisticated,Conservative,Philanthropy,Short-term,Exclude Company: Verisign (VRSN) | CME Group (CME),Prefer ESG in: Utilities,Taxable
1c67f4ccbe9d,24,Single,2,Property & Casualty Insurance,23220,VA,True,1791429,Immediate (0-3 months),Sophisticated,Moderate,Retirement,Short-term,Exclude Company: DTE Energy (DTE) | Molina Healthcare (MOH),Prefer ESG in: Consumer Discretionary,Taxable
67afa00029aa,48,Married,0,"Apparel, Accessories & Luxury Goods",19902,DE,False,123085,Short-Term (3-12 months),Moderate,Aggressive,Retirement,Short-term,Exclude Sector: Information Technology,No specific preference,Tax-deferred
69735cbcf89a,40,Single,2,Steel,97204,OR,True,1040316,Immediate (0-3 months),Moderate,Conservative,Retirement,Medium-term,None,Prefer ESG: ExxonMobil (XOM),Tax-deferred
3a3c16740958,25,Single,0,"Metal, Glass & Plastic Containers",54601,WI,True,306402,Short-Term (3-12 months),None,Conservative,Philanthropy,Medium-term,None,No specific preference,Taxable
922dea471ffd,77,Married,1,Consumer Electronics,60604,IL,True,1241356,Short-Term (3-12 months),Limited,Moderate,Income,Long-term,Exclude Industry: Drug Retail,No specific preference,Taxable
53b54b52e97e,54,Single,2,Data Processing & Outsourced Services,06101,CT,False,471605,Long-Term (5+ years),Limited,Aggressive,Income,Medium-term,Exclude Industry: Consumer Electronics,No specific preference,Tax-deferred
861777f6f282,39,Single,2,Food Retail,05401,VT,True,262953,Long-Term (5+ years),Experienced,Conservative,Philanthropy,Medium-term,Exclude Company: Seagate Technology (STX) | Weyerhaeuser (WY),Prefer ESG in: Tobacco,Taxable
a3a27c86ba20,27,Married,1,Personal Care Products,02904,RI,True,178230,Long-Term (5+ years),Limited,Moderate,Philanthropy,Long-term,Exclude Company: Hilton Worldwide (HLT),Prefer ESG in: Financials,Taxable
3f05ee44edf8,33,Married,4,"Technology Hardware, Storage & Peripherals",58101,ND,True,107716,Immediate (0-3 months),None,Moderate,Philanthropy,Medium-term,Exclude Sector: Industrials,No specific preference,Tax-deferred
cc0c18511cb9,37,Married,4,Agricultural & Farm Machinery,54602,WI,True,673669,Immediate (0-3 months),Experienced,Aggressive,Income,Short-term,Exclude Sector: Financials,No specific preference,Tax-deferred
a02dda354dbd,44,Married,0,Automobile Manufacturers,85005,AZ,True,281171,Immediate (0-3 months),Sophisticated,Conservative,Income,Short-term,Exclude Industry: Gold,Prefer ESG: Workday  Inc. (WDAY),Taxable
911727ad7c07,56,Married,4,Home Improvement Retail,33103,FL,True,145194,Medium-Term (1-5 years),Limited,Conservative,Income,Short-term,Exclude Company: General Mills (GIS) | Fox Corporation (Class A) (FOXA),No specific preference,Taxable
a42dab29f82b,41,Single,4,Internet Services & Infrastructure,55401,MN,True,1587919,Immediate (0-3 months),None,Moderate,Income,Long-term,Exclude Sector: Consumer Staples,Prefer ESG in: Apparel Retail,Tax-deferred
05e2fe9533bb,54,Married,0,Packaged Foods & Meats,83001,WY,True,1733186,Immediate (0-3 months),None,Moderate,Retirement,Long-term,Exclude Industry: Movies & Entertainment,Prefer ESG: Keurig Dr Pepper (KDP),Tax-deferred
f579b3a6c521,45,Single,0,Rail Transportation,72204,AR,True,179934,Immediate (0-3 months),Moderate,Moderate,Philanthropy,Long-term,Exclude Sector: Information Technology,Prefer ESG: Vici Properties (VICI),Tax-deferred
69a3be5e0597,73,Single,0,Air Freight & Logistics,83002,WY,True,131936,Short-Term (3-12 months),Limited,Conservative,Education,Medium-term,None,Prefer ESG: ExxonMobil (XOM),Taxable
53f5b915d385,75,Married,0,Movies & Entertainment,23220,VA,True,845147,Short-Term (3-12 months),Experienced,Moderate,Income,Short-term,Exclude Company: Molina Healthcare (MOH) | CME Group (CME),Prefer ESG in: Information Technology,Tax-deferred
e95bdee3f716,48,Married,4,Oil & Gas Equipment & Services,23222,VA,True,719853,Short-Term (3-12 months),Professional,Aggressive,Education,Short-term,None,Prefer ESG: Charles River Laboratories (CRL),Tax-deferred
9f380c957a08,39,Married,1,Life & Health Insurance,83202,ID,False,404299,Short-Term (3-12 months),Professional,Aggressive,Retirement,Long-term,None,No specific preference,Taxable
13ac6abb3601,42,Married,0,Oil & Gas Storage & Transportation,27602,NC,True,234573,Long-Term (5+ years),Moderate,Aggressive,Retirement,Long-term,None,Prefer ESG: BXP  Inc. (BXP),Taxable
9fccdfc460ab,69,Single,3,Building Products,46204,IN,True,741195,Long-Term (5+ years),Moderate,Moderate,Education,Long-term,None,Prefer ESG: Keurig Dr Pepper (KDP),Taxable
1511d5d22316,24,Single,0,Construction Machinery & Heavy Transportation Equipment,83704,ID,True,366930,Immediate (0-3 months),Experienced,Moderate,Education,Long-term,Exclude Sector: Health Care,No specific preference,Tax-deferred
4f18da111014,21,Single,0,Semiconductor Materials & Equipment,33103,FL,True,576876,Medium-Term (1-5 years),Sophisticated,Moderate,Philanthropy,Medium-term,None,No specific preference,Taxable
b4651dd5a667,38,Married,4,Health Care Technology,10004,NY,True,234932,Short-Term (3-12 months),Professional,Conservative,Philanthropy,Short-term,None,Prefer ESG in: Leisure Products,Taxable
3c6e4e40cff0,53,Single,2,Independent Power Producers & Energy Traders,73105,OK,True,332370,Medium-Term (1-5 years),Professional,Moderate,Education,Medium-term,Exclude Sector: Industrials,Prefer ESG: Workday  Inc. (WDAY),Tax-deferred
e1cae0145518,45,Married,3,Financial Exchanges & Data,60607,IL,False,238018,Long-Term (5+ years),Experienced,Conservative,Philanthropy,Short-term,Exclude Sector: Utilities,No specific preference,Taxable
9932cded6fab,36,Married,4,Property & Casualty Insurance,03060,NH,True,642887,Long-Term (5+ years),Professional,Moderate,Income,Long-term,Exclude Company: Trane Technologies (TT) | Equinix (EQIX),Prefer ESG in: Health Care,Taxable
0eead7676e09,23,Married,1,Other Specialty Retail,68501,NE,True,124244,Medium-Term (1-5 years),Sophisticated,Conservative,Education,Short-term,Exclude Industry: Trading Companies & Distributors,Prefer ESG in: Materials,Tax-deferred
6d550fdfd4ad,33,Married,0,Transaction & Payment Processing Services,71602,AR,False,314080,Long-Term (5+ years),Moderate,Aggressive,Education,Short-term,Exclude Industry: Automobile Manufacturers,No specific preference,Taxable
17fafa3dbde5,39,Single,1,Home Improvement Retail,89104,NV,True,350896,Medium-Term (1-5 years),Professional,Conservative,Retirement,Medium-term,Exclude Sector: Communication Services,No specific preference,Tax-deferred
60bb5a54248e,28,Married,2,Footwear,97204,OR,False,397325,Long-Term (5+ years),Sophisticated,Conservative,Philanthropy,Long-term,Exclude Industry: Consumer Finance,Prefer ESG in: Self-Storage REITs,Tax-deferred
b6822b49ae3e,27,Married,2,Semiconductor Materials & Equipment,03054,NH,True,588106,Immediate (0-3 months),Experienced,Conservative,Income,Medium-term,Exclude Industry: Paper & Plastic Packaging Products & Materials,Prefer ESG in: Consumer Discretionary,Taxable
1b78d8e320df,24,Single,0,Restaurants,67202,KS,True,263269,Medium-Term (1-5 years),Sophisticated,Conservative,Retirement,Short-term,Exclude Industry: Personal Care Products,Prefer ESG in: Research & Consulting Services,Tax-deferred
6a27e6e1bd2c,30,Single,2,Specialty Chemicals,68103,NE,True,566024,Immediate (0-3 months),Sophisticated,Moderate,Retirement,Medium-term,Exclude Company: ExxonMobil (XOM),Prefer ESG in: Rail Transportation,Taxable
c2f163f37115,29,Single,1,Interactive Media & Services,35202,AL,True,573516,Short-Term (3-12 months),Sophisticated,Aggressive,Income,Medium-term,Exclude Industry: Integrated Oil & Gas,Prefer ESG in: Financials,Taxable
7a41b2adf3ca,67,Single,3,Consumer Electronics,89105,NV,True,722694,Short-Term (3-12 months),Limited,Conservative,Philanthropy,Short-term,None,Prefer ESG in: Health Care Equipment,Taxable
318002141d0c,75,Married,4,Investment Banking & Brokerage,43202,OH,False,1226823,Medium-Term (1-5 years),Experienced,Aggressive,Philanthropy,Long-term,Exclude Industry: Trading Companies & Distributors,Prefer ESG in: Energy,Taxable
4700585bd5f7,56,Married,3,Construction Machinery & Heavy Transportation Equipment,31401,GA,True,235816,Short-Term (3-12 months),Limited,Aggressive,Income,Short-term,Exclude Company: Abbott Laboratories (ABT),Prefer ESG in: Trading Companies & Distributors,Tax-deferred
607214aba4d2,30,Married,1,Oil & Gas Refining & Marketing,83001,WY,True,267490,Short-Term (3-12 months),Moderate,Aggressive,Philanthropy,Medium-term,Exclude Company: General Mills (GIS) | Everest Group (EG) | Invesco (IVZ),Prefer ESG in: Consumer Staples,Tax-deferred
b9c90b1e122c,76,Married,3,Specialized Consumer Services,55401,MN,True,431524,Immediate (0-3 months),Professional,Moderate,Philanthropy,Long-term,Exclude Company: Weyerhaeuser (WY) | Waters Corporation (WAT),Prefer ESG: Pinnacle West Capital (PNW),Taxable
67683359ae9e,39,Married,3,Soft Drinks & Non-alcoholic Beverages,77001,TX,True,591839,Short-Term (3-12 months),Moderate,Moderate,Income,Medium-term,Exclude Company: Take Two Interactive (TTWO),Prefer ESG in: Health Care Distributors,Taxable
fa39762a3ffa,48,Single,2,Restaurants,55105,MN,True,584103,Short-Term (3-12 months),None,Moderate,Income,Short-term,Exclude Sector: Information Technology,Prefer ESG: Invesco (IVZ),Tax-deferred
64190f3e4488,79,Married,1,Movies & Entertainment,02903,RI,True,594198,Medium-Term (1-5 years),Moderate,Conservative,Income,Medium-term,Exclude Sector: Financials,Prefer ESG: Interpublic Group of Companies (The) (IPG),Tax-deferred
a7311046d00a,23,Single,0,Communications Equipment,40201,KY,True,259379,Long-Term (5+ years),Moderate,Moderate,Education,Short-term,Exclude Industry: Telecom Tower REITs,No specific preference,Tax-deferred
41d72a70d162,43,Married,0,Trading Companies & Distributors,96803,HI,True,273087,Long-Term (5+ years),Sophisticated,Conservative,Retirement,Short-term,None,Prefer ESG: General Mills (GIS),Tax-deferred
52e99b302549,69,Married,2,Health Care REITs,85005,AZ,True,788730,Immediate (0-3 months),Sophisticated,Conservative,Income,Long-term,Exclude Company: CF Industries (CF),Prefer ESG: DTE Energy (DTE),Tax-deferred
1ba069d84a56,65,Single,1,Broadcasting,05405,VT,True,1021451,Long-Term (5+ years),Sophisticated,Conservative,Education,Medium-term,Exclude Sector: Consumer Discretionary,No specific preference,Taxable
28da3c54079f,44,Married,4,Heavy Electrical Equipment,57105,SD,True,183410,Medium-Term (1-5 years),Sophisticated,Conservative,Income,Medium-term,None,No specific preference,Taxable
3e12441da4d3,59,Married,2,Paper & Plastic Packaging Products & Materials,99505,AK,True,1351301,Immediate (0-3 months),None,Conservative,Education,Medium-term,Exclude Sector: Health Care,No specific preference,Tax-deferred
8bd958549712,55,Married,0,Tobacco,04105,ME,True,166158,Long-Term (5+ years),Limited,Conservative,Retirement,Short-term,Exclude Industry: Real Estate Services,No specific preference,Taxable
55eb486e3a07,42,Married,3,Consumer Staples Merchandise Retail,28202,NC,True,129469,Long-Term (5+ years),Moderate,Moderate,Income,Medium-term,Exclude Sector: Energy,Prefer ESG in: Health Care,Tax-deferred
a8180b337f17,55,Married,0,Leisure Products,36102,AL,True,1877328,Short-Term (3-12 months),Moderate,Aggressive,Income,Medium-term,Exclude Industry: Distributors,No specific preference,Taxable
3a524097126d,71,Married,2,Electronic Equipment & Instruments,73102,OK,True,291402,Medium-Term (1-5 years),Limited,Conservative,Education,Medium-term,Exclude Sector: Utilities,No specific preference,Taxable
b5c1bbdaa50b,72,Single,0,Rail Transportation,99503,AK,False,288429,Immediate (0-3 months),Moderate,Moderate,Retirement,Medium-term,Exclude Sector: Health Care,Prefer ESG in: Environmental & Facilities Services,Taxable
7feaae0c4977,55,Married,4,Casinos & Gaming,19904,DE,True,205140,Short-Term (3-12 months),None,Moderate,Education,Long-term,Exclude Industry: Fertilizers & Agricultural Chemicals,Prefer ESG in: Consumer Staples,Tax-deferred
3c0063b92530,65,Married,2,Movies & Entertainment,82003,WY,True,192117,Medium-Term (1-5 years),Experienced,Conservative,Education,Medium-term,Exclude Industry: Other Specialized REITs,No specific preference,Tax-deferred
2700b4dcc0b9,39,Married,1,Single-Family Residential REITs,59105,MT,True,185275,Short-Term (3-12 months),Professional,Moderate,Income,Long-term,Exclude Sector: Consumer Discretionary,Prefer ESG: Advanced Micro Devices (AMD),Taxable
d87b6a5d31b2,73,Married,3,Consumer Electronics,60605,IL,True,1753020,Immediate (0-3 months),Experienced,Conservative,Philanthropy,Medium-term,Exclude Sector: Financials,Prefer ESG in: Investment Banking & Brokerage,Taxable
750bd747c8cd,48,Married,3,Passenger Ground Transportation,19905,DE,True,1036380,Immediate (0-3 months),Moderate,Conservative,Income,Short-term,Exclude Sector: Utilities,No specific preference,Taxable
fb27ec3b6ddc,70,Single,1,"Metal, Glass & Plastic Containers",98102,WA,True,1138879,Immediate (0-3 months),Sophisticated,Conservative,Retirement,Short-term,Exclude Sector: Consumer Discretionary,Prefer ESG: Ford Motor Company (F),Taxable
10e92444fcd9,73,Married,4,Reinsurance,04102,ME,False,551232,Short-Term (3-12 months),Experienced,Conservative,Philanthropy,Medium-term,Exclude Sector: Real Estate,Prefer ESG: Amcor (AMCR),Taxable
491a47bbacd0,25,Single,1,Automotive Retail,44105,OH,True,858535,Medium-Term (1-5 years),Limited,Moderate,Philanthropy,Short-term,None,Prefer ESG: Seagate Technology (STX),Tax-deferred
e41126553250,48,Single,4,Systems Software,15202,PA,False,652435,Medium-Term (1-5 years),None,Moderate,Retirement,Short-term,Exclude Sector: Consumer Staples,No specific preference,Tax-deferred
8bec5207d130,53,Married,0,Insurance Brokers,07102,NJ,True,138767,Long-Term (5+ years),Moderate,Conservative,Education,Medium-term,Exclude Industry: Broadline Retail,No specific preference,Taxable
b7dc8fe734b5,55,Married,3,Life & Health Insurance,66601,KS,True,121039,Immediate (0-3 months),None,Aggressive,Philanthropy,Medium-term,None,No specific preference,Taxable
a2225a2c77f7,29,Married,0,Computer & Electronics Retail,80204,CO,False,132923,Long-Term (5+ years),Sophisticated,Conservative,Retirement,Medium-term,Exclude Industry: Passenger Ground Transportation,No specific preference,Tax-deferred
3dea8c05a044,42,Married,1,Health Care Distributors,05405,VT,True,213577,Long-Term (5+ years),Moderate,Conservative,Retirement,Short-term,Exclude Industry: Automobile Manufacturers,Prefer ESG: Coterra (CTRA),Taxable
360c4a88d1d9,70,Single,2,Fertilizers & Agricultural Chemicals,59103,MT,True,1969420,Medium-Term (1-5 years),Moderate,Moderate,Income,Short-term,None,No specific preference,Tax-deferred
133588239e32,54,Single,2,Telecom Tower REITs,99506,AK,True,207144,Medium-Term (1-5 years),Moderate,Conservative,Retirement,Short-term,"Exclude Industry: Apparel, Accessories & Luxury Goods",Prefer ESG in: Pharmaceuticals,Taxable
ecb7b89871f3,28,Married,2,Integrated Oil & Gas,89702,NV,False,434207,Short-Term (3-12 months),Limited,Aggressive,Income,Medium-term,Exclude Industry: Broadline Retail,Prefer ESG in: Communication Services,Taxable
639faedcc4d7,60,Single,1,Home Improvement Retail,99505,AK,True,222705,Immediate (0-3 months),Sophisticated,Moderate,Philanthropy,Short-term,None,Prefer ESG: Occidental Petroleum (OXY),Tax-deferred
a4fb72f76c8a,63,Married,3,Cable & Satellite,83704,ID,True,553079,Medium-Term (1-5 years),Experienced,Moderate,Income,Medium-term,Exclude Industry: Life Sciences Tools & Services,Prefer ESG: Extra Space Storage (EXR),Tax-deferred
557d9fcfbdf5,33,Married,2,Human Resource & Employment Services,68502,NE,True,538621,Short-Term (3-12 months),Sophisticated,Moderate,Income,Medium-term,Exclude Sector: Communication Services,Prefer ESG in: Semiconductors,Tax-deferred
2d3455c3e566,29,Single,2,Interactive Media & Services,67202,KS,False,284304,Long-Term (5+ years),Moderate,Moderate,Education,Short-term,Exclude Company: CME Group (CME) | Weyerhaeuser (WY) | Seagate Technology (STX),Prefer ESG in: Financials,Taxable
abf7f164d23e,70,Single,1,Broadline Retail,19904,DE,False,207492,Long-Term (5+ years),Moderate,Conservative,Income,Medium-term,Exclude Sector: Communication Services,Prefer ESG in: Real Estate,Taxable
a8cc19454f65,54,Married,0,Property & Casualty Insurance,35204,AL,False,691848,Medium-Term (1-5 years),Limited,Moderate,Philanthropy,Medium-term,Exclude Sector: Materials,No specific preference,Tax-deferred
